date,identifier,product,company_name,company_twitter
2019-12-05T00:00:00Z,FOXNEWSW_20191205_100000_Fox_and_Friends_First,walgreens,walgreens,walgreens
2019-12-06T00:00:00Z,FOXNEWSW_20191206_230000_Special_Report_With_Bret_Baier,verizon,verizon,verizonwireless
2019-12-01T00:00:00Z,FOXNEWSW_20191201_200000_The_Journal_Editorial_Report,verizon,verizon,verizonwireless
2019-12-02T00:00:00Z,FOXNEWSW_20191202_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith,verizon,verizon,verizonwireless
2019-12-02T00:00:00Z,FOXNEWSW_20191202_170000_Outnumbered,verizon,verizon,verizonwireless
2019-12-02T00:00:00Z,FOXNEWSW_20191202_180000_Outnumbered_Overtime_With_Harris_Faulkner,verizon,verizon,verizonwireless
2019-12-02T00:00:00Z,FOXNEWSW_20191202_210000_Your_World_With_Neil_Cavuto,verizon,verizon,verizonwireless
2019-12-02T00:00:00Z,FOXNEWSW_20191202_220000_The_Five,verizon,verizon,verizonwireless
2019-12-03T00:00:00Z,FOXNEWSW_20191203_000000_The_Story_With_Martha_MacCallum,verizon,verizon,verizonwireless
2019-12-03T00:00:00Z,FOXNEWSW_20191203_040000_Fox_News__Night_With_Shannon_Bream,verizon,verizon,verizonwireless
2019-12-04T00:00:00Z,FOXNEWSW_20191204_000000_The_Story_With_Martha_MacCallum,verizon,verizon,verizonwireless
2019-12-04T00:00:00Z,FOXNEWSW_20191204_040000_Fox_News__Night_With_Shannon_Bream,verizon,verizon,verizonwireless
2019-12-05T00:00:00Z,FOXNEWSW_20191205_000000_The_Story_With_Martha_MacCallum,verizon,verizon,verizonwireless
2019-12-05T00:00:00Z,FOXNEWSW_20191205_040000_Fox_News__Night_With_Shannon_Bream,verizon,verizon,verizonwireless
2019-12-05T00:00:00Z,FOXNEWSW_20191205_230000_Special_Report_With_Bret_Baier,verizon,verizon,verizonwireless
2019-12-06T00:00:00Z,FOXNEWSW_20191206_040000_Fox_News__Night_With_Shannon_Bream,verizon,verizon,verizonwireless
2019-12-05T00:00:00Z,FOXNEWSW_20191205_000000_The_Story_With_Martha_MacCallum,usaa,usaa,usaa
2019-12-05T00:00:00Z,FOXNEWSW_20191205_110000_FOX__Friends,usaa,usaa,usaa
2019-12-04T00:00:00Z,FOXNEWSW_20191204_000000_The_Story_With_Martha_MacCallum,usaa,usaa,usaa
2019-12-05T00:00:00Z,FOXNEWSW_20191205_170000_Outnumbered,usaa,usaa,usaa
2019-12-05T00:00:00Z,FOXNEWSW_20191205_220000_The_Five,usaa,usaa,usaa
2019-12-06T00:00:00Z,FOXNEWSW_20191206_000000_The_Story_With_Martha_MacCallum,usaa,usaa,usaa
2019-12-06T00:00:00Z,FOXNEWSW_20191206_200000_Fox_News_Reporting,usaa,usaa,usaa
2019-12-06T00:00:00Z,FOXNEWSW_20191206_210000_Your_World_With_Neil_Cavuto,usaa,usaa,usaa
2019-12-02T00:00:00Z,FOXNEWSW_20191202_000000_Fox_News_Sunday_With_Chris_Wallace,usaa,usaa,usaa
2019-12-01T00:00:00Z,FOXNEWSW_20191201_000000_Life_Liberty__Levin,usaa,usaa,usaa
2019-12-01T00:00:00Z,FOXNEWSW_20191201_190000_Fox_News_Sunday_With_Chris_Wallace,usaa,usaa,usaa
2019-12-01T00:00:00Z,FOXNEWSW_20191201_150000_Sunday_Morning_Futures_With_Maria_Bartiromo,usaa,usaa,usaa
2019-12-01T00:00:00Z,FOXNEWSW_20191201_180000_Americas_News_HQ,usaa,usaa,usaa
2019-12-06T00:00:00Z,FOXNEWSW_20191206_190000_The_Daily_Briefing_With_Dana_Perino,unitedhealthcare,unitedhealthcare,uhc
2019-12-02T00:00:00Z,FOXNEWSW_20191202_210000_Your_World_With_Neil_Cavuto,unitedhealthcare insurance company,unitedhealthcare,uhc
2019-12-06T00:00:00Z,FOXNEWSW_20191206_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith,unitedhealthcare,unitedhealthcare,uhc
2019-12-06T00:00:00Z,FOXNEWSW_20191206_210000_Your_World_With_Neil_Cavuto,unitedhealthcare insurance company,unitedhealthcare,uhc
2019-12-05T00:00:00Z,FOXNEWSW_20191205_210000_Your_World_With_Neil_Cavuto,unitedhealthcare,unitedhealthcare,uhc
2019-12-03T00:00:00Z,FOXNEWSW_20191203_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith,unitedhealthcare,unitedhealthcare,uhc
2019-12-03T00:00:00Z,FOXNEWSW_20191203_190000_The_Daily_Briefing_With_Dana_Perino,unitedhealthcare insurance company,unitedhealthcare,uhc
2019-12-03T00:00:00Z,FOXNEWSW_20191203_200000_Fox_News_Reporting,unitedhealthcare insurance company,unitedhealthcare,uhc
2019-12-02T00:00:00Z,FOXNEWSW_20191202_190000_The_Daily_Briefing_With_Dana_Perino,unitedhealthcare,unitedhealthcare,uhc
2019-12-02T00:00:00Z,FOXNEWSW_20191202_020000_The_Next_Revolution_With_Steve_Hilton,united states postal service,united states postal service,usps
2019-12-01T00:00:00Z,FOXNEWSW_20191201_010000_Watters_World,tracfone,tracfone,tracfonecalls
2019-12-02T00:00:00Z,FOXNEWSW_20191202_010000_Life_Liberty__Levin,tracfone,tracfone,tracfonecalls
2019-12-02T00:00:00Z,FOXNEWSW_20191202_010000_Life_Liberty__Levin,tracfone wireless,tracfone,tracfonecalls
