date,identifier,product,company_name,company_twitter
2019-05-18T00:00:00Z,FOXNEWSW_20190518_070000_Fox_News__Night_With_Shannon_Bream,wells fargo,wells fargo,wellsfargo
2019-05-18T00:00:00Z,FOXNEWSW_20190518_090000_The_Five,usaa,usaa,usaa
2019-05-18T00:00:00Z,FOXNEWSW_20190518_050000_Hannity,usaa,usaa,usaa
2019-05-18T00:00:00Z,FOXNEWSW_20190518_140000_Cavuto_Live,tripadvisor,tripadvisor,tripadvisor
2019-05-18T00:00:00Z,FOXNEWSW_20190518_030000_Fox_News__Night_With_Shannon_Bream,mercedes-benz,mercedes-benz,mercedesbenz
2019-05-18T00:00:00Z,FOXNEWSW_20190518_090000_The_Five,mercedes-benz,mercedes-benz,mercedesbenz
2019-05-18T00:00:00Z,FOXNEWSW_20190518_070000_Fox_News__Night_With_Shannon_Bream,mercedes-benz,mercedes-benz,mercedesbenz
2019-05-18T00:00:00Z,FOXNEWSW_20190518_090000_The_Five,heinz,kraft heinz company,kraftheinzco
2019-05-18T00:00:00Z,FOXNEWSW_20190518_090000_The_Five,geico,geico,geico
2019-05-18T00:00:00Z,FOXNEWSW_20190518_140000_Cavuto_Live,geico,geico,geico
2019-05-18T00:00:00Z,FOXNEWSW_20190518_070000_Fox_News__Night_With_Shannon_Bream,geico,geico,geico
2019-05-18T00:00:00Z,FOXNEWSW_20190518_020000_The_Ingraham_Angle,fisher investments,fisher investments,fisherinvest
2019-05-18T00:00:00Z,FOXNEWSW_20190518_060000_The_Ingraham_Angle,fisher investments,fisher investments,fisherinvest
2019-05-18T00:00:00Z,FOXNEWSW_20190518_140000_Cavuto_Live,expedia,expedia,expedia
2019-05-18T00:00:00Z,FOXNEWSW_20190518_050000_Hannity,essilor,essilor,essilor
2019-05-18T00:00:00Z,FOXNEWSW_20190518_040000_Tucker_Carlson_Tonight,essilor,essilor,essilor
2019-05-18T00:00:00Z,FOXNEWSW_20190518_020000_The_Ingraham_Angle,trulicity,eli lilly,lillypad
2019-05-18T00:00:00Z,FOXNEWSW_20190518_090000_The_Five,custom ink,custom ink,customink
2019-05-18T00:00:00Z,FOXNEWSW_20190518_000000_Tucker_Carlson_Tonight,xfinity,comcast,comcast
2019-05-18T00:00:00Z,FOXNEWSW_20190518_080000_Hannity,xfinity,comcast,comcast
2019-05-18T00:00:00Z,FOXNEWSW_20190518_180000_Americas_News_HQ,badda boom,choice hotels,choicehotels
2019-05-18T00:00:00Z,FOXNEWSW_20190518_090000_The_Five,otezla,celgene,celgene
2019-05-18T00:00:00Z,FOXNEWSW_20190518_030000_Fox_News__Night_With_Shannon_Bream,otezla,celgene,celgene
2019-05-18T00:00:00Z,FOXNEWSW_20190518_030000_Fox_News__Night_With_Shannon_Bream,directv,at&t,att
2019-05-18T00:00:00Z,FOXNEWSW_20190518_140000_Cavuto_Live,brilinta,astrazeneca,astrazeneca
2019-05-18T00:00:00Z,FOXNEWSW_20190518_180000_Americas_News_HQ,humira,abbvie,abbvie
2019-05-18T00:00:00Z,FOXNEWSW_20190518_000000_Tucker_Carlson_Tonight,togo,togo's,togossandwiches
