date,identifier,product,company_name,company_twitter
2019-05-05T00:00:00Z,FOXNEWSW_20190505_140000_Sunday_Morning_Futures_With_Maria_Bartiromo,usaa,usaa,usaa
2019-05-05T00:00:00Z,FOXNEWSW_20190505_150000_MediaBuzz,tripadvisor,tripadvisor,tripadvisor
2019-05-05T00:00:00Z,FOXNEWSW_20190505_050000_The_Greg_Gutfeld_Show,toyota,toyota,toyota
2019-05-05T00:00:00Z,FOXNEWSW_20190505_150000_MediaBuzz,hartford,the hartford,thehartford
2019-05-05T00:00:00Z,FOXNEWSW_20190505_080000_The_Greg_Gutfeld_Show,coke,the coca-cola company,cocacolaco
2019-05-05T00:00:00Z,FOXNEWSW_20190505_050000_The_Greg_Gutfeld_Show,coke,the coca-cola company,cocacolaco
2019-05-05T00:00:00Z,FOXNEWSW_20190505_020000_The_Greg_Gutfeld_Show,coke,the coca-cola company,cocacolaco
2019-05-05T00:00:00Z,FOXNEWSW_20190505_050000_The_Greg_Gutfeld_Show,subaru outback,subaru,subaru_usa
2019-05-05T00:00:00Z,FOXNEWSW_20190505_050000_The_Greg_Gutfeld_Show,subaru outback,subaru,subaru_usa
2019-05-05T00:00:00Z,FOXNEWSW_20190505_020000_The_Greg_Gutfeld_Show,toujeo,sanofi,sanofi
2019-05-05T00:00:00Z,FOXNEWSW_20190505_040000_Justice_With_Judge_Jeanine,priceline,priceline,priceline
2019-05-05T00:00:00Z,FOXNEWSW_20190505_160000_Americas_News_HQ,opentable,opentable,opentable
2019-05-05T00:00:00Z,FOXNEWSW_20190505_050000_The_Greg_Gutfeld_Show,opentable,opentable,opentable
2019-05-05T00:00:00Z,FOXNEWSW_20190505_190000_The_Journal_Editorial_Report,opentable,opentable,opentable
2019-05-05T00:00:00Z,FOXNEWSW_20190505_000000_Watters_World,cosentyx,novartis,novartis
2019-05-05T00:00:00Z,FOXNEWSW_20190505_140000_Sunday_Morning_Futures_With_Maria_Bartiromo,intel,intel,intel
2019-05-05T00:00:00Z,FOXNEWSW_20190505_050000_The_Greg_Gutfeld_Show,honda,honda,honda
2019-05-05T00:00:00Z,FOXNEWSW_20190505_160000_Americas_News_HQ,geico,geico,geico
2019-05-05T00:00:00Z,FOXNEWSW_20190505_170000_Americas_News_HQ,geico,geico,geico
2019-05-05T00:00:00Z,FOXNEWSW_20190505_000000_Watters_World,trulicity,eli lilly,lillypad
2019-05-05T00:00:00Z,FOXNEWSW_20190505_020000_The_Greg_Gutfeld_Show,eggland,eggland's best,egglandsbest
2019-05-05T00:00:00Z,FOXNEWSW_20190505_000000_Watters_World,scholl,dr. scholl's,drscholls
2019-05-05T00:00:00Z,FOXNEWSW_20190505_080000_The_Greg_Gutfeld_Show,xfinity,comcast,comcast
2019-05-05T00:00:00Z,FOXNEWSW_20190505_150000_MediaBuzz,comcast business,comcast,comcast
2019-05-05T00:00:00Z,FOXNEWSW_20190505_150000_MediaBuzz,badda boom,choice hotels,choicehotels
2019-05-05T00:00:00Z,FOXNEWSW_20190505_020000_The_Greg_Gutfeld_Show,badda boom,choice hotels,choicehotels
2019-05-05T00:00:00Z,FOXNEWSW_20190505_000000_Watters_World,carvana,carvana,carvana
2019-05-05T00:00:00Z,FOXNEWSW_20190505_140000_Sunday_Morning_Futures_With_Maria_Bartiromo,brilinta,astrazeneca,astrazeneca
2019-05-05T00:00:00Z,FOXNEWSW_20190505_150000_MediaBuzz,brilinta,astrazeneca,astrazeneca
2019-05-05T00:00:00Z,FOXNEWSW_20190505_190000_The_Journal_Editorial_Report,symbicort,astrazeneca,astrazeneca
2019-05-05T00:00:00Z,FOXNEWSW_20190505_060000_Watters_World,brita,amgen,amgen
2019-05-05T00:00:00Z,FOXNEWSW_20190505_050000_The_Greg_Gutfeld_Show,allstate,allstate,allstate
2019-05-05T00:00:00Z,FOXNEWSW_20190505_090000_FOX_Report_With_Jon_Scott,humira,abbvie,abbvie
