date,identifier,product,company_name,company_twitter
2019-08-12T00:00:00Z,FOXNEWSW_20190812_010000_The_Next_Revolution_With_Steve_Hilton,wells fargo,wells fargo,wellsfargo
2019-08-11T00:00:00Z,FOXNEWSW_20190811_050000_The_Greg_Gutfeld_Show,visionworks,visionworks,_visionworks
2019-08-12T00:00:00Z,FOXNEWSW_20190812_050000_Life_Liberty__Levin,visionworks,visionworks,_visionworks
2019-08-12T00:00:00Z,FOXNEWSW_20190812_040000_The_Next_Revolution_With_Steve_Hilton,visionworks,visionworks,_visionworks
2019-08-08T00:00:00Z,FOXNEWSW_20190808_050000_Hannity,usaa,usaa,usaa
2019-08-09T00:00:00Z,FOXNEWSW_20190809_160000_Outnumbered,usaa,usaa,usaa
2019-08-09T00:00:00Z,FOXNEWSW_20190809_180000_The_Daily_Briefing_With_Dana_Perino,usaa,usaa,usaa
2019-08-12T00:00:00Z,FOXNEWSW_20190812_200000_Your_World_With_Neil_Cavuto,usaa,usaa,usaa
2019-08-07T00:00:00Z,FOXNEWSW_20190807_210000_The_Five,usaa,usaa,usaa
2019-08-07T00:00:00Z,FOXNEWSW_20190807_040000_Tucker_Carlson_Tonight,usaa,usaa,usaa
2019-08-08T00:00:00Z,FOXNEWSW_20190808_010000_Hannity,usaa,usaa,usaa
2019-08-09T00:00:00Z,FOXNEWSW_20190809_060000_The_Ingraham_Angle,usaa,usaa,usaa
2019-08-09T00:00:00Z,FOXNEWSW_20190809_020000_The_Ingraham_Angle,usaa,usaa,usaa
2019-08-08T00:00:00Z,FOXNEWSW_20190808_200000_Your_World_With_Neil_Cavuto,usaa,usaa,usaa
2019-08-08T00:00:00Z,FOXNEWSW_20190808_170000_Outnumbered_Overtime_With_Harris_Faulkner,usaa,usaa,usaa
2019-08-06T00:00:00Z,FOXNEWSW_20190806_000000_Tucker_Carlson_Tonight,usaa,usaa,usaa
2019-08-10T00:00:00Z,FOXNEWSW_20190810_020000_The_Ingraham_Angle,usaa,usaa,usaa
