date,identifier,product,company_name,company_twitter
2019-08-27T00:00:00Z,FOXNEWSW_20190827_090000_Fox_and_Friends_First,kfc,yum! brands,yumbrands
2019-08-27T00:00:00Z,FOXNEWSW_20190827_200000_Your_World_With_Neil_Cavuto,kfc,yum! brands,yumbrands
2019-08-26T00:00:00Z,FOXNEWSW_20190826_190000_Shepard_Smith_Reporting,wayfair,wayfair,wayfair
2019-08-29T00:00:00Z,FOXNEWSW_20190829_190000_Shepard_Smith_Reporting,wayfair,wayfair,wayfair
2019-08-25T00:00:00Z,FOXNEWSW_20190825_150000_MediaBuzz,wayfair,wayfair,wayfair
2019-08-27T00:00:00Z,FOXNEWSW_20190827_190000_Shepard_Smith_Reporting,wayfair,wayfair,wayfair
2019-08-23T00:00:00Z,FOXNEWSW_20190823_190000_Shepard_Smith_Reporting,walmart,walmart,walmart
2019-08-23T00:00:00Z,FOXNEWSW_20190823_180000_The_Daily_Briefing_With_Dana_Perino,walmart,walmart,walmart
2019-08-23T00:00:00Z,FOXNEWSW_20190823_210000_The_Five,walmart,walmart,walmart
2019-08-30T00:00:00Z,FOXNEWSW_20190830_220000_Special_Report_With_Bret_Baier,walmart,walmart,walmart
2019-08-28T00:00:00Z,FOXNEWSW_20190828_010000_Hannity,walmart,walmart,walmart
2019-08-28T00:00:00Z,FOXNEWSW_20190828_050000_Hannity,walmart,walmart,walmart
2019-08-29T00:00:00Z,FOXNEWSW_20190829_230000_The_Story_With_Martha_MacCallum,voya,voya financial,voya
2019-08-30T00:00:00Z,FOXNEWSW_20190830_210000_The_Five,voya,voya financial,voya
2019-08-24T00:00:00Z,FOXNEWSW_20190824_090000_The_Five,usaa,usaa,usaa
2019-08-30T00:00:00Z,FOXNEWSW_20190830_170000_Outnumbered_Overtime_With_Harris_Faulkner,usaa,usaa,usaa
2019-08-24T00:00:00Z,FOXNEWSW_20190824_000000_Tucker_Carlson_Tonight,usaa,usaa,usaa
2019-08-27T00:00:00Z,FOXNEWSW_20190827_200000_Your_World_With_Neil_Cavuto,usaa,usaa,usaa
2019-08-25T00:00:00Z,FOXNEWSW_20190825_160000_Americas_News_HQ,usaa,usaa,usaa
2019-08-24T00:00:00Z,FOXNEWSW_20190824_020000_The_Ingraham_Angle,usaa,usaa,usaa
2019-08-24T00:00:00Z,FOXNEWSW_20190824_010000_Hannity,usaa,usaa,usaa
2019-08-30T00:00:00Z,FOXNEWSW_20190830_180000_The_Daily_Briefing_With_Dana_Perino,usaa,usaa,usaa
2019-08-24T00:00:00Z,FOXNEWSW_20190824_040000_Tucker_Carlson_Tonight,usaa,usaa,usaa
2019-08-29T00:00:00Z,FOXNEWSW_20190829_020000_The_Ingraham_Angle,usaa,usaa,usaa
2019-08-23T00:00:00Z,FOXNEWSW_20190823_230000_The_Story_With_Martha_MacCallum,usaa,usaa,usaa
2019-08-27T00:00:00Z,FOXNEWSW_20190827_040000_Tucker_Carlson_Tonight,usaa,usaa,usaa
2019-08-26T00:00:00Z,FOXNEWSW_20190826_100000_FOX__Friends,usaa,usaa,usaa
2019-08-30T00:00:00Z,FOXNEWSW_20190830_100000_FOX__Friends,usaa,usaa,usaa
2019-08-27T00:00:00Z,FOXNEWSW_20190827_000000_Tucker_Carlson_Tonight,usaa,usaa,usaa
2019-08-24T00:00:00Z,FOXNEWSW_20190824_220000_FOX_Report_With_Jon_Scott,usaa,usaa,usaa
2019-08-25T00:00:00Z,FOXNEWSW_20190825_140000_Sunday_Morning_Futures_With_Maria_Bartiromo,usaa,usaa,usaa
2019-08-26T00:00:00Z,FOXNEWSW_20190826_230000_The_Story_With_Martha_MacCallum,usaa,usaa,usaa
2019-08-24T00:00:00Z,FOXNEWSW_20190824_230000_Life_Liberty__Levin,usaa,usaa,usaa
2019-08-26T00:00:00Z,FOXNEWSW_20190826_210000_The_Five,usaa,usaa,usaa
2019-08-29T00:00:00Z,FOXNEWSW_20190829_180000_The_Daily_Briefing_With_Dana_Perino,usaa,usaa,usaa
2019-08-30T00:00:00Z,FOXNEWSW_20190830_020000_The_Ingraham_Angle,usaa,usaa,usaa
2019-08-28T00:00:00Z,FOXNEWSW_20190828_210000_The_Five,usaa,usaa,usaa
2019-08-26T00:00:00Z,FOXNEWSW_20190826_180000_The_Daily_Briefing_With_Dana_Perino,usaa,usaa,usaa
2019-08-30T00:00:00Z,FOXNEWSW_20190830_190000_Shepard_Smith_Reporting,usaa,usaa,usaa
2019-08-23T00:00:00Z,FOXNEWSW_20190823_200000_Your_World_With_Neil_Cavuto,usaa,usaa,usaa
