date,identifier,product,company_name,company_twitter
2019-11-10T00:00:00Z,FOXNEWSW_20191110_200000_The_Journal_Editorial_Report,wayfair,wayfair,wayfair
2019-11-10T00:00:00Z,FOXNEWSW_20191110_230000_FOX_Report_With_Jon_Scott,walgreens,walgreens,walgreens
2019-11-12T00:00:00Z,FOXNEWSW_20191112_210000_Your_World_With_Neil_Cavuto,voya,voya financial,voya
2019-11-12T00:00:00Z,FOXNEWSW_20191112_230000_Special_Report_With_Bret_Baier,verizon,verizon,verizonwireless
2019-11-14T00:00:00Z,FOXNEWSW_20191114_000000_The_Story_With_Martha_MacCallum,verizon,verizon,verizonwireless
2019-11-11T00:00:00Z,FOXNEWSW_20191111_190000_The_Daily_Briefing_With_Dana_Perino,verizon,verizon,verizonwireless
2019-11-11T00:00:00Z,FOXNEWSW_20191111_220000_The_Five,verizon,verizon,verizonwireless
2019-11-11T00:00:00Z,FOXNEWSW_20191111_230000_Special_Report_With_Bret_Baier,verizon,verizon,verizonwireless
2019-11-12T00:00:00Z,FOXNEWSW_20191112_000000_The_Story_With_Martha_MacCallum,verizon,verizon,verizonwireless
2019-11-12T00:00:00Z,FOXNEWSW_20191112_170000_Outnumbered,verizon,verizon,verizonwireless
2019-11-12T00:00:00Z,FOXNEWSW_20191112_180000_Outnumbered_Overtime_With_Harris_Faulkner,verizon,verizon,verizonwireless
2019-11-12T00:00:00Z,FOXNEWSW_20191112_210000_Your_World_With_Neil_Cavuto,verizon,verizon,verizonwireless
2019-11-12T00:00:00Z,FOXNEWSW_20191112_220000_The_Five,verizon,verizon,verizonwireless
2019-11-13T00:00:00Z,FOXNEWSW_20191113_000000_The_Story_With_Martha_MacCallum,verizon,verizon,verizonwireless
2019-11-13T00:00:00Z,FOXNEWSW_20191113_040000_Fox_News__Night_With_Shannon_Bream,verizon,verizon,verizonwireless
2019-11-11T00:00:00Z,FOXNEWSW_20191111_110000_FOX__Friends,verizon,verizon,verizonwireless
2019-11-15T00:00:00Z,FOXNEWSW_20191115_000000_The_Story_With_Martha_MacCallum,verizon,verizon,verizonwireless
2019-11-15T00:00:00Z,FOXNEWSW_20191115_210000_Your_World_With_Neil_Cavuto,verizon,verizon,verizonwireless
2019-11-15T00:00:00Z,FOXNEWSW_20191115_220000_The_Five,verizon,verizon,verizonwireless
2019-11-09T00:00:00Z,FOXNEWSW_20191109_000000_The_Story_With_Martha_MacCallum,verizon,verizon,verizonwireless
2019-11-15T00:00:00Z,FOXNEWSW_20191115_040000_Fox_News__Night_With_Shannon_Bream,verizon,verizon,verizonwireless
2019-11-12T00:00:00Z,FOXNEWSW_20191112_080000_Fox_News__Night_With_Shannon_Bream,usaa,usaa,usaa
2019-11-09T00:00:00Z,FOXNEWSW_20191109_210000_Americas_News_HQ,usaa,usaa,usaa
2019-11-10T00:00:00Z,FOXNEWSW_20191110_180000_Americas_News_HQ,usaa,usaa,usaa
2019-11-12T00:00:00Z,FOXNEWSW_20191112_200000_Fox_News_Reporting,usaa,usaa,usaa
