date,identifier,product,company_name,company_twitter
2019-10-10T00:00:00Z,FOXNEWSW_20191010_090000_Fox_and_Friends_First,walgreens,walgreens,walgreens
2019-10-10T00:00:00Z,FOXNEWSW_20191010_100000_FOX__Friends,walgreens,walgreens,walgreens
2019-10-08T00:00:00Z,FOXNEWSW_20191008_100000_FOX__Friends,walgreens,walgreens,walgreens
2019-10-09T00:00:00Z,FOXNEWSW_20191009_090000_Fox_and_Friends_First,walgreens,walgreens,walgreens
2019-10-11T00:00:00Z,FOXNEWSW_20191011_100000_FOX__Friends,walgreens,walgreens,walgreens
2019-10-11T00:00:00Z,FOXNEWSW_20191011_090000_Fox_and_Friends_First,walgreens,walgreens,walgreens
2019-10-07T00:00:00Z,FOXNEWSW_20191007_100000_FOX__Friends,walgreens,walgreens,walgreens
2019-10-07T00:00:00Z,FOXNEWSW_20191007_090000_Fox_and_Friends_First,walgreens,walgreens,walgreens
2019-10-08T00:00:00Z,FOXNEWSW_20191008_050000_Hannity,voya,voya financial,voya
2019-10-08T00:00:00Z,FOXNEWSW_20191008_010000_Hannity,voya,voya financial,voya
2019-10-05T00:00:00Z,FOXNEWSW_20191005_030000_Fox_News__Night_With_Shannon_Bream,verizon,verizon,verizonwireless
2019-10-10T00:00:00Z,FOXNEWSW_20191010_200000_Your_World_With_Neil_Cavuto,usaa,usaa,usaa
2019-10-07T00:00:00Z,FOXNEWSW_20191007_190000_Shepard_Smith_Reporting,usaa,usaa,usaa
2019-10-11T00:00:00Z,FOXNEWSW_20191011_230000_The_Story_With_Martha_MacCallum,usaa,usaa,usaa
2019-10-11T00:00:00Z,FOXNEWSW_20191011_190000_Shepard_Smith_Reporting,usaa,usaa,usaa
2019-10-11T00:00:00Z,FOXNEWSW_20191011_100000_FOX__Friends,usaa,usaa,usaa
2019-10-09T00:00:00Z,FOXNEWSW_20191009_180000_The_Daily_Briefing_With_Dana_Perino,usaa,usaa,usaa
2019-10-10T00:00:00Z,FOXNEWSW_20191010_230000_The_Story_With_Martha_MacCallum,usaa,usaa,usaa
2019-10-09T00:00:00Z,FOXNEWSW_20191009_230000_The_Story_With_Martha_MacCallum,usaa,usaa,usaa
2019-10-07T00:00:00Z,FOXNEWSW_20191007_100000_FOX__Friends,usaa,usaa,usaa
2019-10-10T00:00:00Z,FOXNEWSW_20191010_220000_Special_Report_With_Bret_Baier,usaa,usaa,usaa
2019-10-10T00:00:00Z,FOXNEWSW_20191010_210000_The_Five,usaa,usaa,usaa
2019-10-10T00:00:00Z,FOXNEWSW_20191010_100000_FOX__Friends,usaa,usaa,usaa
2019-10-08T00:00:00Z,FOXNEWSW_20191008_100000_FOX__Friends,usaa,usaa,usaa
2019-10-07T00:00:00Z,FOXNEWSW_20191007_030000_Fox_Nation_In_Depth,united rentals,united rentals,united_rentals
2019-10-08T00:00:00Z,FOXNEWSW_20191008_200000_Your_World_With_Neil_Cavuto,tiaa,tiaa,tiaa
2019-10-07T00:00:00Z,FOXNEWSW_20191007_040000_The_Next_Revolution_With_Steve_Hilton,entyvio,takeda,takedapharma
2019-10-06T00:00:00Z,FOXNEWSW_20191006_170000_Americas_News_HQ,entyvio,takeda,takedapharma
2019-10-06T00:00:00Z,FOXNEWSW_20191006_030000_Watters_World,entyvio,takeda,takedapharma
2019-10-07T00:00:00Z,FOXNEWSW_20191007_030000_Fox_Nation_In_Depth,entyvio,takeda,takedapharma
2019-10-06T00:00:00Z,FOXNEWSW_20191006_050000_The_Greg_Gutfeld_Show,entyvio,takeda,takedapharma
2019-10-05T00:00:00Z,FOXNEWSW_20191005_180000_Americas_News_HQ,entyvio,takeda,takedapharma
2019-10-10T00:00:00Z,FOXNEWSW_20191010_030000_Fox_News__Night_With_Shannon_Bream,subaru,subaru,subaru_usa
2019-10-10T00:00:00Z,FOXNEWSW_20191010_030000_Fox_News__Night_With_Shannon_Bream,subaru,subaru,subaru_usa
2019-10-08T00:00:00Z,FOXNEWSW_20191008_200000_Your_World_With_Neil_Cavuto,subaru,subaru,subaru_usa
2019-10-08T00:00:00Z,FOXNEWSW_20191008_200000_Your_World_With_Neil_Cavuto,subaru,subaru,subaru_usa
2019-10-06T00:00:00Z,FOXNEWSW_20191006_210000_The_Greg_Gutfeld_Show,sofi,sofi,sofi
2019-10-08T00:00:00Z,FOXNEWSW_20191008_190000_Shepard_Smith_Reporting,sofi,sofi,sofi
